"STATISTIC Label","Year","Type of Cattle","Region and County","UNIT","VALUE"
"Number of Cattle in June","2020","Total cattle: female","Carlow","000 Head","70.7"
"Number of Cattle in June","2020","Total cattle: female","Kilkenny","000 Head","252"
"Number of Cattle in June","2020","Total cattle: female","Wexford","000 Head","215.7"
"Number of Cattle in June","2020","Total cattle: female","Waterford","000 Head","197.1"
"Number of Cattle in June","2020","Total cattle: female","South-West","000 Head","1083.1"
"Number of Cattle in June","2020","Total cattle: female","Cork","000 Head","817.3"
"Number of Cattle in June","2020","Total cattle: female","Kerry","000 Head","265.8"
"Number of Cattle in June","2020","Total cattle: female","Eastern and Midland","000 Head","1056.1"
"Number of Cattle in June","2020","Total cattle: female","Dublin","000 Head","17.4"
"Number of Cattle in June","2020","Total cattle: female","Dublin and Mid-East","000 Head","484.9"
"Number of Cattle in June","2020","Total cattle: female","Kildare","000 Head","88.1"
"Number of Cattle in June","2020","Total cattle: female","Louth","000 Head","66.4"
"Number of Cattle in June","2020","Total cattle: female","Meath","000 Head","219.2"
"Number of Cattle in June","2020","Total cattle: female","Wicklow","000 Head","93.8"
"Number of Cattle in June","2020","Total cattle: female","Midland","000 Head","571.2"
"Number of Cattle in June","2020","Total cattle: female","Laois","000 Head","169"
"Number of Cattle in June","2020","Total cattle: female","Longford","000 Head","80.2"
"Number of Cattle in June","2020","Total cattle: female","Offaly","000 Head","163.3"
"Number of Cattle in June","2020","Total cattle: female","Westmeath","000 Head","158.6"
"Number of Cattle in June","2021","Total cattle","State","000 Head","7358.9"
"Number of Cattle in June","2021","Total cattle","Northern and Western","000 Head","1767.4"
"Number of Cattle in June","2021","Total cattle","Border","000 Head","814.9"
"Number of Cattle in June","2021","Total cattle","Leitrim","000 Head","65.9"
"Number of Cattle in June","2021","Total cattle","Sligo","000 Head","113.4"
"Number of Cattle in June","2021","Total cattle","Cavan","000 Head","231.5"
"Number of Cattle in June","2021","Total cattle","Donegal","000 Head","186.6"
"Number of Cattle in June","2021","Total cattle","Monaghan","000 Head","217.5"
"Number of Cattle in June","2021","Total cattle","West","000 Head","952.4"
"Number of Cattle in June","2021","Total cattle","Galway","000 Head","453.6"
"Number of Cattle in June","2021","Total cattle","Mayo","000 Head","282"
"Number of Cattle in June","2021","Total cattle","Roscommon","000 Head","216.9"
"Number of Cattle in June","2021","Total cattle","Southern","000 Head","3996.8"
"Number of Cattle in June","2021","Total cattle","Mid-West","000 Head","1472.4"
"Number of Cattle in June","2021","Total cattle","Clare","000 Head","296.8"
"Number of Cattle in June","2021","Total cattle","Limerick","000 Head","456.5"
"Number of Cattle in June","2021","Total cattle","Tipperary","000 Head","719"
"Number of Cattle in June","2021","Total cattle","South-East","000 Head","1059.5"
"Number of Cattle in June","2021","Total cattle","Carlow","000 Head","106.3"
"Number of Cattle in June","2021","Total cattle","Kilkenny","000 Head","375.3"
"Number of Cattle in June","2021","Total cattle","Wexford","000 Head","306.1"
"Number of Cattle in June","2021","Total cattle","Waterford","000 Head","271.8"
"Number of Cattle in June","2021","Total cattle","South-West","000 Head","1464.9"
"Number of Cattle in June","2021","Total cattle","Cork","000 Head","1113"
"Number of Cattle in June","2021","Total cattle","Kerry","000 Head","351.9"
"Number of Cattle in June","2021","Total cattle","Eastern and Midland","000 Head","1594.7"
"Number of Cattle in June","2021","Total cattle","Dublin","000 Head","24.2"
"Number of Cattle in June","2021","Total cattle","Dublin and Mid-East","000 Head","719.2"
"Number of Cattle in June","2021","Total cattle","Kildare","000 Head","144.4"
"Number of Cattle in June","2021","Total cattle","Louth","000 Head","93.1"
"Number of Cattle in June","2021","Total cattle","Meath","000 Head","330.5"
"Number of Cattle in June","2021","Total cattle","Wicklow","000 Head","126.9"
"Number of Cattle in June","2021","Total cattle","Midland","000 Head","875.5"
"Number of Cattle in June","2021","Total cattle","Laois","000 Head","261.2"
"Number of Cattle in June","2021","Total cattle","Longford","000 Head","120.3"
"Number of Cattle in June","2021","Total cattle","Offaly","000 Head","257"
"Number of Cattle in June","2021","Total cattle","Westmeath","000 Head","237"
"Number of Cattle in June","2021","Cows","State","000 Head","2544.8"
"Number of Cattle in June","2021","Cows","Northern and Western","000 Head","562.6"
"Number of Cattle in June","2021","Cows","Border","000 Head","273.8"
"Number of Cattle in June","2021","Cows","Leitrim","000 Head","25.3"
"Number of Cattle in June","2021","Cows","Sligo","000 Head","37.7"
"Number of Cattle in June","2021","Cows","Cavan","000 Head","80.6"
"Number of Cattle in June","2021","Cows","Donegal","000 Head","61"
"Number of Cattle in June","2021","Cows","Monaghan","000 Head","69.2"
"Number of Cattle in June","2021","Cows","West","000 Head","288.7"
"Number of Cattle in June","2021","Cows","Galway","000 Head","136.7"
"Number of Cattle in June","2021","Cows","Mayo","000 Head","91.1"
"Number of Cattle in June","2021","Cows","Roscommon","000 Head","60.9"
"Number of Cattle in June","2021","Cows","Southern","000 Head","1506.7"
"Number of Cattle in June","2021","Cows","Mid-West","000 Head","502.2"
"Number of Cattle in June","2021","Cows","Clare","000 Head","105"
"Number of Cattle in June","2021","Cows","Limerick","000 Head","159.4"
"Number of Cattle in June","2021","Cows","Tipperary","000 Head","237.8"
"Number of Cattle in June","2021","Cows","South-East","000 Head","389.6"
"Number of Cattle in June","2021","Cows","Carlow","000 Head","33.2"
"Number of Cattle in June","2021","Cows","Kilkenny","000 Head","131.7"
"Number of Cattle in June","2021","Cows","Wexford","000 Head","114.6"
"Number of Cattle in June","2021","Cows","Waterford","000 Head","110.1"
"Number of Cattle in June","2021","Cows","South-West","000 Head","614.8"
"Number of Cattle in June","2021","Cows","Cork","000 Head","466.1"
"Number of Cattle in June","2021","Cows","Kerry","000 Head","148.8"
"Number of Cattle in June","2021","Cows","Eastern and Midland","000 Head","475.6"
"Number of Cattle in June","2021","Cows","Dublin","000 Head","6.3"
"Number of Cattle in June","2021","Cows","Dublin and Mid-East","000 Head","223"
"Number of Cattle in June","2021","Cows","Kildare","000 Head","38.6"
"Number of Cattle in June","2021","Cows","Louth","000 Head","30.2"
"Number of Cattle in June","2021","Cows","Meath","000 Head","102.1"
"Number of Cattle in June","2021","Cows","Wicklow","000 Head","45.9"
"Number of Cattle in June","2021","Cows","Midland","000 Head","252.6"
"Number of Cattle in June","2021","Cows","Laois","000 Head","81.1"
"Number of Cattle in June","2021","Cows","Longford","000 Head","36.4"
"Number of Cattle in June","2021","Cows","Offaly","000 Head","66"
"Number of Cattle in June","2021","Cows","Westmeath","000 Head","69"
"Number of Cattle in June","2021","Dairy cows","State","000 Head","1604.5"
"Number of Cattle in June","2021","Dairy cows","Northern and Western","000 Head","181.3"
"Number of Cattle in June","2021","Dairy cows","Border","000 Head","111.8"
"Number of Cattle in June","2021","Dairy cows","Leitrim","000 Head","1.9"
"Number of Cattle in June","2021","Dairy cows","Sligo","000 Head","8.3"
"Number of Cattle in June","2021","Dairy cows","Cavan","000 Head","40"
"Number of Cattle in June","2021","Dairy cows","Donegal","000 Head","22.2"
"Number of Cattle in June","2021","Dairy cows","Monaghan","000 Head","39.3"
"Number of Cattle in June","2021","Dairy cows","West","000 Head","69.6"
"Number of Cattle in June","2021","Dairy cows","Galway","000 Head","40.9"
"Number of Cattle in June","2021","Dairy cows","Mayo","000 Head","19.2"
"Number of Cattle in June","2021","Dairy cows","Roscommon","000 Head","9.4"
"Number of Cattle in June","2021","Dairy cows","Southern","000 Head","1149.5"
"Number of Cattle in June","2021","Dairy cows","Mid-West","000 Head","347.1"
"Number of Cattle in June","2021","Dairy cows","Clare","000 Head","35"
"Number of Cattle in June","2021","Dairy cows","Limerick","000 Head","124.8"
"Number of Cattle in June","2021","Dairy cows","Tipperary","000 Head","187.3"
"Number of Cattle in June","2021","Dairy cows","South-East","000 Head","301.8"
"Number of Cattle in June","2021","Dairy cows","Carlow","000 Head","19.1"
"Number of Cattle in June","2021","Dairy cows","Kilkenny","000 Head","103.1"
"Number of Cattle in June","2021","Dairy cows","Wexford","000 Head","87.1"
"Number of Cattle in June","2021","Dairy cows","Waterford","000 Head","92.6"
"Number of Cattle in June","2021","Dairy cows","South-West","000 Head","500.5"
"Number of Cattle in June","2021","Dairy cows","Cork","000 Head","397"
"Number of Cattle in June","2021","Dairy cows","Kerry","000 Head","103.5"
"Number of Cattle in June","2021","Dairy cows","Eastern and Midland","000 Head","273.7"
"Number of Cattle in June","2021","Dairy cows","Dublin","000 Head","2.9"
"Number of Cattle in June","2021","Dairy cows","Dublin and Mid-East","000 Head","139"
"Number of Cattle in June","2021","Dairy cows","Kildare","000 Head","21.5"
"Number of Cattle in June","2021","Dairy cows","Louth","000 Head","19.5"
"Number of Cattle in June","2021","Dairy cows","Meath","000 Head","68.8"
"Number of Cattle in June","2021","Dairy cows","Wicklow","000 Head","26.3"
"Number of Cattle in June","2021","Dairy cows","Midland","000 Head","134.7"
"Number of Cattle in June","2021","Dairy cows","Laois","000 Head","52.2"
"Number of Cattle in June","2021","Dairy cows","Longford","000 Head","12"
"Number of Cattle in June","2021","Dairy cows","Offaly","000 Head","37.8"
"Number of Cattle in June","2021","Dairy cows","Westmeath","000 Head","32.7"
"Number of Cattle in June","2021","Other cows","State","000 Head","940.3"
"Number of Cattle in June","2021","Other cows","Northern and Western","000 Head","381.2"
"Number of Cattle in June","2021","Other cows","Border","000 Head","162.1"
"Number of Cattle in June","2021","Other cows","Leitrim","000 Head","23.4"
"Number of Cattle in June","2021","Other cows","Sligo","000 Head","29.5"
"Number of Cattle in June","2021","Other cows","Cavan","000 Head","40.6"
"Number of Cattle in June","2021","Other cows","Donegal","000 Head","38.8"
"Number of Cattle in June","2021","Other cows","Monaghan","000 Head","29.8"
"Number of Cattle in June","2021","Other cows","West","000 Head","219.2"
"Number of Cattle in June","2021","Other cows","Galway","000 Head","95.7"
"Number of Cattle in June","2021","Other cows","Mayo","000 Head","71.9"
"Number of Cattle in June","2021","Other cows","Roscommon","000 Head","51.5"
"Number of Cattle in June","2021","Other cows","Southern","000 Head","357.2"
"Number of Cattle in June","2021","Other cows","Mid-West","000 Head","155.1"
"Number of Cattle in June","2021","Other cows","Clare","000 Head","70"
"Number of Cattle in June","2021","Other cows","Limerick","000 Head","34.5"
"Number of Cattle in June","2021","Other cows","Tipperary","000 Head","50.6"
"Number of Cattle in June","2021","Other cows","South-East","000 Head","87.8"
"Number of Cattle in June","2021","Other cows","Carlow","000 Head","14.1"
"Number of Cattle in June","2021","Other cows","Kilkenny","000 Head","28.6"
"Number of Cattle in June","2021","Other cows","Wexford","000 Head","27.5"
"Number of Cattle in June","2021","Other cows","Waterford","000 Head","17.6"
"Number of Cattle in June","2021","Other cows","South-West","000 Head","114.3"
"Number of Cattle in June","2021","Other cows","Cork","000 Head","69.1"
"Number of Cattle in June","2021","Other cows","Kerry","000 Head","45.3"
"Number of Cattle in June","2021","Other cows","Eastern and Midland","000 Head","201.9"
"Number of Cattle in June","2021","Other cows","Dublin","000 Head","3.4"
"Number of Cattle in June","2021","Other cows","Dublin and Mid-East","000 Head","84"
"Number of Cattle in June","2021","Other cows","Kildare","000 Head","17.1"
"Number of Cattle in June","2021","Other cows","Louth","000 Head","10.7"
"Number of Cattle in June","2021","Other cows","Meath","000 Head","33.3"
"Number of Cattle in June","2021","Other cows","Wicklow","000 Head","19.6"
"Number of Cattle in June","2021","Other cows","Midland","000 Head","117.8"
"Number of Cattle in June","2021","Other cows","Laois","000 Head","28.9"
"Number of Cattle in June","2021","Other cows","Longford","000 Head","24.4"
"Number of Cattle in June","2021","Other cows","Offaly","000 Head","28.2"
"Number of Cattle in June","2021","Other cows","Westmeath","000 Head","36.3"
"Number of Cattle in June","2021","Bulls","State","000 Head","50.4"
"Number of Cattle in June","2021","Bulls","Northern and Western","000 Head","16.1"
"Number of Cattle in June","2021","Bulls","Border","000 Head","7.4"
"Number of Cattle in June","2021","Bulls","Leitrim","000 Head","0.9"
"Number of Cattle in June","2021","Bulls","Sligo","000 Head","1"
"Number of Cattle in June","2021","Bulls","Cavan","000 Head","2.1"
"Number of Cattle in June","2021","Bulls","Donegal","000 Head","1.9"
"Number of Cattle in June","2021","Bulls","Monaghan","000 Head","1.6"
"Number of Cattle in June","2021","Bulls","West","000 Head","8.7"
"Number of Cattle in June","2021","Bulls","Galway","000 Head","3.9"
"Number of Cattle in June","2021","Bulls","Mayo","000 Head","2.7"
"Number of Cattle in June","2021","Bulls","Roscommon","000 Head","2.1"
"Number of Cattle in June","2021","Bulls","Southern","000 Head","24.9"
"Number of Cattle in June","2021","Bulls","Mid-West","000 Head","9.5"
"Number of Cattle in June","2021","Bulls","Clare","000 Head","3.1"
